"genesysId","collMissId","collNumb","collDate","collSrc","collSite","version"
"6126",,,,"10","Serra da Nogueira, Bragance, Tras-os-Montes Province.","1"
"3175214",,,,"99","Radi (Siena)","1"
"3175216",,,,"99","bei Hameln","1"
"3804703",,"2005JOR 18-4","20050531","10",,"1"
"3804727",,"2005JOR 7-4","20050602","10",,"2"
"3815167",,"MSSSZT 1135","20010531","10",,"2"
"4066786","C541",,"20120822","10","Castilla-La Mancha, Guadalajara, Orea, Alto Tajo","13"
"4536112",,"467PV","20080706","10",,"1"
"4537454",,"MSSK 2036","20100624","10",,"1"
"4547050",,"300713-04","20130730","10",,"1"
"4890158",,"NO-01-0418-2011","2011----","10","Brandenburg;  Oberspreewald-Lausitz","13"
"4895983",,"NW-03-0027-2011","20110911","10","Niedersachsen; Osnabrück","12"
"4895986",,"NW-03-0021-2011","20111011","10","Niedersachsen; Osnabrück","12"
"4896000",,"NW-03-0026-2011","20110911","10","Niedersachsen; Osnabrück","12"
"4896002",,"NW-03-0029-2011","20110911","10","Niedersachsen; Osnabrück","12"
"4896013",,"NW-01-0313-2010","20100610","10","Niedersachsen; Emsland","12"
"4897039",,"SO-06-1028-2013","20130813","10","Thüringen; Eichsfeld","19"
"4897043",,"SO-06-1029-2013","20130813","10","Hessen; Werra-Meißner-Kreis","19"
"4897045",,"SO-01-0100-2010","20100810","10","Bayern; Würzburg","19"
"4897056",,"SO-06-1027-2013","20130813","10","Hessen; Vogelsbergkreis","19"
"5615890",,"Cara0102100708","20080710","11","Hermon Foothills","13"
"5615894",,"Cara0203280508","20080528","28","Samaria Mountains","13"
"5615907",,"Cara0201280508","20080528","28","Samaria Mountains","13"
"5615917",,"Cara0101020510","20100502","12","Samaria Mountains","13"
"5615924",,"Cara0304260607","20070626","11","Upper Galilee","13"
"5615931",,"Cara0401220708","20080722","61","North Golan","13"
"5615944",,"Cara0301020908","20080902","28","Upper Galilee","13"
"5615951",,"Cara0301070508","20080507","28","Esdraelon Plain","13"
"5615953",,"Cara0101100507","20070510","13","Lower Galilee","13"
"5615957",,"Cara0101030608","20080603","99","Menashe Hills","13"
"5615967",,"Cara0204290508","20080529","11","Judean Mountains","13"
"5615970",,"Cara0306310708","20080731","11","Judean Mountains","13"
"5615973",,"Cara0301100708","20080710","11","North Golan","13"
"5616417",,"Cara0101060611","20110606","12","Samaria Mountains","13"
"6322056",,"Cara0301100517","20170510","11","Shefela","11"
"6418844",,"MSSSZT1135","20010531","","Ajlun","0"
"6420546",,"2005JOR18-4","20050531","11","Amman","0"
"6420551",,"2005JOR7-4","20050602","11","Jerash","0"
"6556109",,"Cara0304260607","20070626","10",,"0"
"6556893",,"Cara0201280508","20080528","10",,"0"
"6557408",,"Cara0401220708","20080722","10",,"0"
"6558998",,"Cara0301100517","20170510","10",,"0"
