"genesysId","collMissId","collNumb","collDate","collSrc","collSite","version"
"34240",,,"1968----","10","Drumheller","1"
"368954",,,,"10",,"0"
"2862015",,,,"",,"0"
"3185912",,,,"99",,"1"
"3185913",,,,"99",,"1"
"3185914",,,,"99",,"1"
"3185916",,,,"99",,"1"
"3185917",,,,"99",,"1"
"3185918",,,,"99",,"1"
"3185919",,,,"99",,"1"
"3185922",,,,"99","West bank of South Saskatchewan River, area of Silverwood Heights","1"
"3185923",,,,"99","West bank of South Saskatchewan River, area of Silverwood Heights","1"
"3185924",,,,"99","East bank of South Saskatchewan River, site of former ski-jump, close to University of Saskatchewan","1"
"3185948",,,,"99","aus Wien","1"
"3533580","C009","9","19991103","61","Madrid, Madrid, Alcala de Henares, El Encin","12"
"3536056",,"ATRI-3094",,"",,"0"
"3960703",,"PI370353","1995----","",,"13"
"3960704",,"Z-02-030","2002----","",,"13"
"3965277",,"Z-02-029","20020418","","Galicia, Orense, Cortegada, Cortegada de Niño","11"
"3965279",,"PI323313","1995----","",,"13"
"3965280",,"PI420154","1995----","",,"13"
"3965281",,"PI372512","1995----","",,"13"
"3965284",,"PI379091","1995----","",,"13"
"3965285",,"PI357343","1995----","",,"13"
"4033896",,,,"99",,"1"
"4878403",,"SHA104","19700810","23","Ganja,centre","22"
"4915362","E071","549","19990802","","Galicia, Orense, San Cibrao das Viñas, Montelongo de Abajo,Soutopenedo","11"
"5792691",,,"1987----","40",,"8"
