"genesysId","latitude","longitude","elevation","datum","uncertainty","method","version"
"3107682","","","3400.0",,"",,"0"
"3107685","52.151111","11.668333","",,"1400.0",,"5"
"3383912","44.958611","26.165556","226.0",,"",,"6"
"3762487","47.9833","17.6","",,"",,"6"
"3762489","47.9833","17.6","",,"",,"6"
"3786366","","","1702.0",,"",,"0"
"3795666","","","83.0",,"",,"0"
"4041258","41.485556","43.374722","1376.0",,"100.0",,"4"
"5759398","47.289167","26.185278","605.0",,"",,"2"
"5759400","46.863611","20.400833","115.0",,"",,"2"
"5759401","47.638611","26.7875","205.0",,"",,"2"
"6406306","53.980278","18.859167","8.0",,"",,"0"
"6505894","53.980278","18.859167","8.0",,"",,"0"
