"genesysId","collMissId","collNumb","collDate","collSrc","collSite","version"
"350758",,,,"10",,"0"
"419117",,"UKR-99-246","19990803","10","Near Novootradnoye, northern Crimean coast, along the Sea of Azov.","1"
"430334",,,,"","Dragsfjard, Vano Varsinais-Suomi (AB), (Biological province)","0"
"2978278",,,,"","r. Ropotamo","14"
"3058065",,,,"99",,"1"
"3058069","Okt 97",,"1997----","99","Insel Rügen, Kap Arkona; Koordinaten Arkona","24"
"3522536",,,"1964----","40",,"3"
"3792629",,,"20071010","10",,"2"
"3804268",,"30","20051005","10",,"3"
"3821842",,"LA12","19890916","10",,"2"
"3821851",,"LA3","19890914","10",,"2"
"3822374",,,"19880831","10",,"2"
"3824419",,"20200408","19820908","10",,"3"
"3825199",,"S.C.O.N.I.","19781003","10",,"3"
"3825470",,"NSV/77/3","19770926","10",,"2"
"3942068",,,"20090927","10","Overby lyng, Sjællands odde","12"
"3948849",,"AMG73","20101003","99","Port Chorrúch, Inishmore, Co. Galway","15"
"3948850",,"APCO68","20100928","99","Ringaskiddy, Cork, Co. Cork","14"
"3948851",,"FWW66","20100919","99","Newcastle beach,  The Murrough, Co. Wicklow","14"
"3948852",,"TCFWCO33","20100831","99","Crookhaven, Rock Island, Co. Cork","14"
"3948853",,"TCFWCO43","20100902","99","Ballycotton Pier, west of, Co. Cork","14"
"3948854",,"TCFWWA45","20100902","99","Ferry Point, Youghal, Co. Waterford","14"
"3948855",,"TCG17","20100805","99","Inishmaan,East Pier, Co. Galway","14"
"4044399",,,,"99","Schleswig Holstein, ca. 15 km N von Kiel, ca. 0,2 km nw vom Bülker Leuchtturm","1"
"4068965",,"LA3","19890914","10","EAST SUSSEX ENGLAND, SHORELINE BELOW COW GAP NR EASTBOURNE TV597963","19"
"4068981",,"LA12","19890916","10","SUFFOLK ENGLAND, KESSINGLAND SHINGLE BEACH TM535860 TO TM538845","19"
"4069371",,,,"","LATVIENSIS,","17"
"4537861",,"SM42","20110913","10",,"1"
"4878399",,"SHA82","19980510","12","Khanlar,3 km to north","22"
"4896039",,"NW-01-0568-2012","20120912","10","Schleswig-Holstein; Ostholstein","12"
"4896040",,"NW-01-0829-2014","2013----","10","Schleswig-Holstein; Ostholstein","12"
"4896055",,"EA-12-0014-2013","20130913","10","Schleswig-Holstein; Rendsburg-Eckernförde","12"
"4896065",,"NW-01-0596-2012","20121112","10","Schleswig-Holstein; Ostholstein","12"
