"genesysId","collMissId","collNumb","collDate","collSrc","collSite","version"
"2936307",,,"20050410","10","Micheldorf, Wienerweg, im Graben bei einem kleinen Bach","26"
"3126551",,,,"99","riverbanks near Debdou, N.E. Morocco","1"
"3126553",,,,"99",,"0"
"3247725",,"05027/91","19910000","10","Felsôgöd","14"
"3523973","C079",,"1971----","",,"13"
"3795862",,"NSGB-0152","20060626","10",,"2"
"3810987",,"2003JOR 30-1","20030723","10",,"1"
"3810993",,"2003JOR 28-1","20030722","10",,"1"
"3822186",,"152","19881109","10",,"2"
"3902922",,"00001",,"40",,"10"
"4876542",,"SEYYARE-87","19540811","10",,"16"
"4890850",,"NO-01-0140-2013","2013----","10","Mecklenburg-Vorpommern;  Vorpommern-Greifswald","13"
"4897072",,"SO-05-1034-2013","20130713","10","Thüringen; Wartburgkreis","12"
"4911032",,"SW-05-0263-2012","20121012","10","Baden-Württemberg; Böblingen","12"
"4911095",,"SW-05-0338-2012","20121012","10","Baden-Württemberg; Ostalbkreis","12"
"4911108",,"SW-03-0420-2012","20120812","10","Baden-Württemberg; Neckar-Odenwald-Kreis","12"
"4916994",,"4374",,"15","Aragon, Teruel, Calomarde, Rio Blanco","11"
"4917009",,"4161",,"15","Aragon, Teruel, La Codoñera, Camino Las Casas;Rio Mezquin","11"
"5618774",,"Naof0301160610","20100616","12","Menashe Hills","12"
"5618776",,"Naof0301230608","20080623","15","Philistean Plain","12"
"5618777",,"Naof0201040607","20070604","15","Upper Galilee","12"
"5618779",,"Naof0301130609","20090613","15","South Golan","12"
"5618780",,"Naof-5-23","20050518","15","Esdraelon Plain","12"
"5618781",,"Naof0201160610","20100616","12","Menashe Hills","12"
"5618784",,"Naof0101060509","20090506","15","Mount Carmel","12"
"5618785",,"Naof0801070608","20080607","15","Esdraelon Plain","12"
"5618788",,"Naof-5-21","20050518","99","Lower Galilee","12"
"5618790",,"Naof0501070608","20080607","15","Lower Galilee","12"
"5618791",,"Naof0801160610","20100616","12","Menashe Hills","12"
"5618794",,"Naof0101110412","20120411","15","Samaria Mountains","12"
"5618801",,"Naof0101020510","20100502","12","Samaria Mountains","12"
"5618802",,"Naof0301040607","20070604","15","Sharon Plain","12"
"5618803",,"Naof-5-22","20050523","15","Menashe Hills","12"
"5618805",,"Naof0201270414","20140427","15","Samaria Mountains","12"
"5618807",,"Naof0101180611","20110618","11","Upper Galilee","12"
"5618809",,"Naof0201030610","20100603","15","South Golan","12"
"5618810",,"Naof0201130512","20120513","15","Hula and Dan Valley","12"
"5618811",,"Naof0101280507","20070528","15","Shefela","12"
"5618812",,"Naof0602250612","20120625","28","Hula and Dan Valley","12"
"5618816",,"Naof0101280411","20110428","15","Samaria Mountains","12"
"5618818",,"Naof0101040607","20070604","15","Sharon Plain","12"
"5618820",,"Naof0701230412","20120423","15","Upper Jordan Valley","12"
"5618821",,"Naof0201140512","20120514","15","Hula and Dan Valley","12"
"5618822",,"Naof0701300408","20080430","99","Esdraelon Plain","12"
"5676635",,"SHA70","19970510","10","Samukh,10km to north from Ganja","22"
"6420617",,"2003JOR30-1","20030626","61","Jerash","0"
"6420641",,"2003JOR28-1","20030625","61","Balqa'","0"
"6556338",,"Naof0201040607","20070604","10",,"0"
"6556521",,"Naof622040706","20060704","10",,"0"
"6556567",,"Naof621220606","20080110","10",,"0"
"6556618",,"Naof0101280507","20070528","10",,"0"
"6556827",,"Naof0301230608","20080623","10",,"0"
"6557020",,"Naof0801070608","20080607","10",,"0"
"6557271",,"Naof0101060509","20090506","10",,"0"
"6557315",,"Naof0301130609","20090613","10",,"0"
"6557448",,"Naof-5-22","20050523","10",,"0"
"6557522",,"Naof-5-21","20050518","10",,"0"
"6557547",,"Naof0101020510","20100502","10",,"0"
"6558008",,"Naof0201140512","20120514","10",,"0"
"6558034",,"Naof0602250612","20120625","10",,"0"
"6558821",,"Naof0201160610","20100616","10",,"0"
"6558880",,"Naof0201270414","20140427","10",,"0"
