"genesysId","latitude","longitude","elevation","datum","uncertainty","method","version"
"116654","38.73055556","20.64555556","720.0",,"",,"3"
"287392","36.0","-6.0","",,"",,"2"
"3058672","38.333333","26.383333","",,"",,"6"
"3058673","46.9","5.033333","",,"",,"5"
"3058684","53.489722","9.940833","",,"1100.0",,"6"
"3058686","43.333333","11.333333","",,"",,"6"
"3058692","48.983333","6.55","215.0",,"",,"6"
"3058693","48.983333","6.55","235.0",,"",,"6"
"3058704","44.65","1.666667","",,"",,"5"
"3058725","40.5","16.0","",,"",,"2"
"3058735","43.25","23.0","",,"",,"2"
"3522075","36.25","-5.966667","219.0",,"",,"5"
"3524250","36.016667","-5.583333","85.0",,"",,"6"
"3525721","29.933333","52.9","1777.0",,"",,"6"
"3525858","37.883333","-4.366667","347.0",,"",,"6"
"3528212","38.95","27.066667","",,"",,"6"
"3528543","37.666667","13.816667","515.0",,"",,"6"
"3822372","","","90.0",,"",,"0"
"3948880","53.0761","-9.57639","100.0",,"",,"6"
"3948903","52.3014","-6.39639","6.0",,"",,"6"
"3948926","52.1506","-6.9925","20.0",,"",,"6"
"3948964","52.2381","-6.96972","4.0",,"",,"6"
"4538540","","","8.0",,"",,"0"
"5615783","32.915833","35.126111","10.0",,"",,"2"
"5615784","32.967222","35.713611","326.0",,"",,"2"
"5615787","31.913333","34.752222","16.0",,"",,"2"
"5615789","32.779167","35.713056","359.0",,"",,"2"
"5615791","32.671944","35.160278","22.0",,"",,"2"
"5615794","33.044722","35.702778","516.0",,"",,"2"
"5615795","32.769722","35.106389","10.0",,"",,"2"
"5615802","32.980833","35.089444","10.0",,"",,"2"
"5615805","32.055556","34.883889","59.0",,"",,"2"
"5615818","32.896389","35.603889","-202.0",,"",,"2"
"5615829","32.792778","35.023611","25.0",,"",,"2"
"5615833","32.919722","35.544722","214.0",,"",,"2"
"5616186","32.111389","34.925833","54.0",,"",,"2"
"5616202","31.593889","35.01","480.0",,"",,"2"
"5616203","32.905833","35.123611","5.0",,"",,"2"
"5616207","32.786944","35.498056","145.0",,"",,"2"
"5616208","31.503333","34.889167","320.0",,"",,"2"
"5616211","32.865278","35.826111","460.0",,"",,"2"
"5616219","32.683333","35.120556","30.0",,"",,"2"
"5616221","31.527778","34.983611","480.0",,"",,"2"
"5616223","32.605278","35.228889","55.0",,"",,"2"
"6556103","","","5.0",,"",,"0"
"6556220","","","144.0",,"",,"0"
"6556273","","","5.0",,"",,"0"
"6556459","","","460.0",,"",,"0"
"6556460","","","55.0",,"",,"0"
"6556674","","","54.0",,"",,"0"
"6556690","","","320.0",,"",,"0"
"6556857","","","16.0",,"",,"0"
"6557022","","","214.0",,"",,"0"
"6557026","","","10.0",,"",,"0"
"6557167","","","-202.0",,"",,"0"
"6557485","","","30.0",,"",,"0"
"6557487","","","480.0",,"",,"0"
"6557491","","","480.0",,"",,"0"
"6557591","","","25.0",,"",,"0"
"6557592","","","10.0",,"",,"0"
"6558337","","","10.0",,"",,"0"
"6558344","","","516.0",,"",,"0"
"6558552","","","59.0",,"",,"0"
"6558553","","","359.0",,"",,"0"
"6558554","","","326.0",,"",,"0"
