"lon","lat","acronym","scientific_name","source"
36.312954,54.197767,"ASPOFF","Asparagus officinalis L.","gbif"
37.20749,51.58219,"ASPOFF","Asparagus officinalis L.","gbif"
56.304429,58.105286,"ASPOFF","Asparagus officinalis L.","gbif"
45.252985,54.189405,"ASPOFF","Asparagus officinalis L.","gbif"
36.251694,51.816581,"ASPOFF","Asparagus officinalis L.","gbif"
36.751822,51.59316,"ASPOFF","Asparagus officinalis L.","gbif"
47.32119,42.440753,"ASPOFF","Asparagus officinalis L.","gbif"
46.540556,54.708056,"ASPOFF","Asparagus officinalis L.","gbif"
58.910646,52.720265,"ASPOFF","Asparagus officinalis L.","gbif"
37.533803,54.198445,"ASPOFF","Asparagus officinalis L.","gbif"
33.615582,44.595401,"ASPOFF","Asparagus officinalis L.","gbif"
44.171445,56.197119,"ASPOFF","Asparagus officinalis L.","gbif"
16.871575,48.704217,"ASPOFF","Asparagus officinalis L.","gbif"
49.377026,53.475978,"ASPOFF","Asparagus officinalis L.","gbif"
45.786215,54.398282,"ASPOFF","Asparagus officinalis L.","gbif"
45.206003,54.705593,"ASPOFF","Asparagus officinalis L.","gbif"
36.618894,50.630996,"ASPOFF","Asparagus officinalis L.","gbif"
37.742699,54.171867,"ASPOFF","Asparagus officinalis L.","gbif"
34.270852,53.308932,"ASPOFF","Asparagus officinalis L.","gbif"
36.2238,51.709577,"ASPOFF","Asparagus officinalis L.","gbif"
33.674043,44.499615,"ASPOFF","Asparagus officinalis L.","gbif"
36.755308,51.529933,"ASPOFF","Asparagus officinalis L.","gbif"
40.063086,50.908836,"ASPOFF","Asparagus officinalis L.","gbif"
34.074661,53.362847,"ASPOFF","Asparagus officinalis L.","gbif"
49.387688,53.48022,"ASPOFF","Asparagus officinalis L.","gbif"
37.704437,54.246953,"ASPOFF","Asparagus officinalis L.","gbif"
10.735106,52.798107,"ASPOFF","Asparagus officinalis L.","gbif"
10.721283,53.904415,"ASPOFF","Asparagus officinalis L.","gbif"
3.311262,39.737885,"ASPOFF","Asparagus officinalis L.","gbif"
8.609437,49.354438,"ASPOFF","Asparagus officinalis L.","gbif"
9.587958,54.305563,"ASPOFF","Asparagus officinalis L.","gbif"
8.519211,49.770401,"ASPOFF","Asparagus officinalis L.","gbif"
8.638679,49.350803,"ASPOFF","Asparagus officinalis L.","gbif"
8.501736,49.253555,"ASPOFF","Asparagus officinalis L.","gbif"
8.440247,49.938736,"ASPOFF","Asparagus officinalis L.","gbif"
9.229738,47.740219,"ASPOFF","Asparagus officinalis L.","gbif"
8.550698,49.439014,"ASPOFF","Asparagus officinalis L.","gbif"
-3.064534,53.604761,"ASPOFF","Asparagus officinalis L.","gbif"
6.122755,49.606259,"ASPOFF","Asparagus officinalis L.","gbif"
16.667238,47.731157,"ASPOFF","Asparagus officinalis L.","gbif"
3.28667,45.7525,"ASPOFF","Asparagus officinalis L.","gbif"
5.836979,45.144228,"ASPOFF","Asparagus officinalis L.","gbif"
-1.167045,44.402859,"ASPOFF","Asparagus officinalis L.","gbif"
14.174986,37.586248,"ASPOFF","Asparagus officinalis L.","gbif"
4.408041,43.487734,"ASPOFF","Asparagus officinalis L.","gbif"
3.462403,43.291527,"ASPOFF","Asparagus officinalis L.","gbif"
-8.530503,42.903881,"ASPOFF","Asparagus officinalis L.","gbif"
-5.917648,40.072636,"ASPOFF","Asparagus officinalis L.","gbif"
1.541504,44.874161,"ASPOFF","Asparagus officinalis L.","gbif"
1.405724,43.780361,"ASPOFF","Asparagus officinalis L.","gbif"
8.203594,49.239029,"ASPOFF","Asparagus officinalis L.","gbif"
-1.350142,53.89241,"ASPOFF","Asparagus officinalis L.","gbif"
19.878376,54.64566,"ASPOFF","Asparagus officinalis L.","gbif"
8.695936,49.179718,"ASPOFF","Asparagus officinalis L.","gbif"
12.989316,52.492344,"ASPOFF","Asparagus officinalis L.","gbif"
8.655648,49.321583,"ASPOFF","Asparagus officinalis L.","gbif"
8.424454,49.94857,"ASPOFF","Asparagus officinalis L.","gbif"
8.516765,49.827213,"ASPOFF","Asparagus officinalis L.","gbif"
8.516893,49.267357,"ASPOFF","Asparagus officinalis L.","gbif"
36.139448,51.576158,"ASPOFF","Asparagus officinalis L.","gbif"
35.972928,51.610021,"ASPOFF","Asparagus officinalis L.","gbif"
16.763074,47.744404,"ASPOFF","Asparagus officinalis L.","gbif"
11.475,58.125,"ASPOFF","Asparagus officinalis L.","gbif"
8.54187,49.570648,"ASPOFF","Asparagus officinalis L.","gbif"
8.605342,49.303383,"ASPOFF","Asparagus officinalis L.","gbif"
8.559809,49.4184,"ASPOFF","Asparagus officinalis L.","gbif"
34.452253,53.243711,"ASPOFF","Asparagus officinalis L.","gbif"
53.196392,54.897625,"ASPOFF","Asparagus officinalis L.","gbif"
34.438292,53.23354,"ASPOFF","Asparagus officinalis L.","gbif"
37.685262,55.623152,"ASPOFF","Asparagus officinalis L.","gbif"
8.567791,49.838978,"ASPOFF","Asparagus officinalis L.","gbif"
8.362055,49.784203,"ASPOFF","Asparagus officinalis L.","gbif"
8.65963,49.265228,"ASPOFF","Asparagus officinalis L.","gbif"
11.848276,51.308735,"ASPOFF","Asparagus officinalis L.","gbif"
8.533051,49.320267,"ASPOFF","Asparagus officinalis L.","gbif"
8.678768,49.276535,"ASPOFF","Asparagus officinalis L.","gbif"
7.950153,51.616657,"ASPOFF","Asparagus officinalis L.","gbif"
10.597794,59.886984,"ASPOFF","Asparagus officinalis L.","gbif"
8.208375,50.014191,"ASPOFF","Asparagus officinalis L.","gbif"
49.384198,53.49511,"ASPOFF","Asparagus officinalis L.","gbif"
34.47233,53.238742,"ASPOFF","Asparagus officinalis L.","gbif"
34.40342,53.253378,"ASPOFF","Asparagus officinalis L.","gbif"
56.098179,53.55217,"ASPOFF","Asparagus officinalis L.","gbif"
49.440527,53.501204,"ASPOFF","Asparagus officinalis L.","gbif"
41.333678,49.800778,"ASPOFF","Asparagus officinalis L.","gbif"
7.654844,46.309731,"ASPOFF","Asparagus officinalis L.","gbif"
10.534155,52.311858,"ASPOFF","Asparagus officinalis L.","gbif"
34.347038,53.304248,"ASPOFF","Asparagus officinalis L.","gbif"
17.598877,59.844497,"ATRHOR","Atriplex hortensis L.","gbif"
6.064033,43.149008,"ATRHOR","Atriplex hortensis L.","gbif"
2.99507,51.09058,"ATRHOR","Atriplex hortensis L.","gbif"
4.39612,51.21535,"ATRHOR","Atriplex hortensis L.","gbif"
11.71478,50.497242,"ATRHOR","Atriplex hortensis L.","gbif"
44.869859,54.725886,"ATRHOR","Atriplex hortensis L.","gbif"
3.73711,43.784624,"ATRHOR","Atriplex hortensis L.","gbif"
5.15796,51.01871,"ATRHOR","Atriplex hortensis L.","gbif"
4.27427,50.87476,"ATRHOR","Atriplex hortensis L.","gbif"
15.619071,58.404981,"ATRHOR","Atriplex hortensis L.","gbif"
4.336014,50.589861,"ATRHOR","Atriplex hortensis L.","gbif"
7.7575,48.5675,"ATRHOR","Atriplex hortensis L.","gbif"
2.226007,48.644158,"ATRHOR","Atriplex hortensis L.","gbif"
13.418305,52.473813,"ATRHOR","Atriplex hortensis L.","gbif"
39.010365,55.803326,"ATRHOR","Atriplex hortensis L.","gbif"
15.378436,50.168567,"ATRHOR","Atriplex hortensis L.","gbif"
8.370278,49.780028,"ATRHOR","Atriplex hortensis L.","gbif"
12.113056,53.827778,"ATRHOR","Atriplex hortensis L.","gbif"
17.428082,45.055157,"ATRHOR","Atriplex hortensis L.","gbif"
4.464347,51.393295,"ATRHOR","Atriplex hortensis L.","gbif"
13.99819,52.267976,"ATRHOR","Atriplex hortensis L.","gbif"
-0.082215,51.54778,"ATRHOR","Atriplex hortensis L.","gbif"
0.163599,46.26068,"ATRHOR","Atriplex hortensis L.","gbif"
13.172168,50.386552,"ATRHOR","Atriplex hortensis L.","gbif"
-1.578159,48.150488,"ATRHOR","Atriplex hortensis L.","gbif"
3.695301,50.391557,"ATRHOR","Atriplex hortensis L.","gbif"
-1.622456,48.042407,"ATRHOR","Atriplex hortensis L.","gbif"
5.127127,52.058575,"ATRHOR","Atriplex hortensis L.","gbif"
3.156267,47.583624,"ATRHOR","Atriplex hortensis L.","gbif"
14.652561,50.683825,"ATRHOR","Atriplex hortensis L.","gbif"
-4.927348,42.972738,"ATRHOR","Atriplex hortensis L.","gbif"
13.183855,55.723211,"ATRHOR","Atriplex hortensis L.","gbif"
16.454782,56.58166,"ATRHOR","Atriplex hortensis L.","gbif"
16.209542,58.600256,"ATRHOR","Atriplex hortensis L.","gbif"
13.600799,58.330759,"ATRHOR","Atriplex hortensis L.","gbif"
33.938209,52.621905,"ATRHOR","Atriplex hortensis L.","gbif"
-2.05331,50.633098,"ATRHOR","Atriplex hortensis L.","gbif"
6.122322,52.301476,"ATRHOR","Atriplex hortensis L.","gbif"
17.513079,48.404222,"ATRHOR","Atriplex hortensis L.","gbif"
4.842301,50.344688,"ATRHOR","Atriplex hortensis L.","gbif"
-0.341827,52.082581,"ATRHOR","Atriplex hortensis L.","gbif"
4.992755,52.511302,"ATRHOR","Atriplex hortensis L.","gbif"
2.369627,48.506604,"ATRHOR","Atriplex hortensis L.","gbif"
-0.680556,46.421667,"ATRHOR","Atriplex hortensis L.","gbif"
-2.813333,54.060833,"ATRHOR","Atriplex hortensis L.","gbif"
1.756654,44.150498,"ATRHOR","Atriplex hortensis L.","gbif"
4.699731,52.710354,"ATRHOR","Atriplex hortensis L.","gbif"
-3.190822,48.82416,"ATRHOR","Atriplex hortensis L.","gbif"
1.413396,43.588625,"ATRHOR","Atriplex hortensis L.","gbif"
3.039256,46.758972,"ATRHOR","Atriplex hortensis L.","gbif"
5.993323,47.8307,"ATRHOR","Atriplex hortensis L.","gbif"
11.508452,51.457266,"ATRHOR","Atriplex hortensis L.","gbif"
11.422083,48.71457,"ATRHOR","Atriplex hortensis L.","gbif"
6.981122,47.013275,"ATRHOR","Atriplex hortensis L.","gbif"
16.802677,49.217323,"ATRHOR","Atriplex hortensis L.","gbif"
3.34701,49.967443,"ATRHOR","Atriplex hortensis L.","gbif"
10.319209,49.069298,"ATRHOR","Atriplex hortensis L.","gbif"
15.943875,56.740933,"ATRHOR","Atriplex hortensis L.","gbif"
43.832768,56.378342,"ATRHOR","Atriplex hortensis L.","gbif"
16.169774,59.000607,"ATRHOR","Atriplex hortensis L.","gbif"
10.110083,49.116177,"ATRHOR","Atriplex hortensis L.","gbif"
8.763442,50.848438,"ATRHOR","Atriplex hortensis L.","gbif"
18.54532,52.987783,"ATRHOR","Atriplex hortensis L.","gbif"
4.995839,51.153688,"ATRHOR","Atriplex hortensis L.","gbif"
9.50401,48.769817,"ATRHOR","Atriplex hortensis L.","gbif"
0.727083,49.380503,"ATRHOR","Atriplex hortensis L.","gbif"
7.649597,47.449754,"ATRHOR","Atriplex hortensis L.","gbif"
12.80978,50.81633,"ATRHOR","Atriplex hortensis L.","gbif"
4.584145,51.454021,"ATRHOR","Atriplex hortensis L.","gbif"
7.610523,47.487907,"ATRHOR","Atriplex hortensis L.","gbif"
7.598333,48.535,"ATRHOR","Atriplex hortensis L.","gbif"
4.494896,51.96492,"ATRHOR","Atriplex hortensis L.","gbif"
14.178513,51.019896,"ATRHOR","Atriplex hortensis L.","gbif"
12.303676,51.358851,"ATRHOR","Atriplex hortensis L.","gbif"
13.454738,52.561632,"ATRHOR","Atriplex hortensis L.","gbif"
-1.761545,48.023656,"ATRHOR","Atriplex hortensis L.","gbif"
17.030351,58.763883,"ATRHOR","Atriplex hortensis L.","gbif"
16.208878,58.601965,"ATRHOR","Atriplex hortensis L.","gbif"
15.802444,58.107069,"ATRHOR","Atriplex hortensis L.","gbif"
12.557154,57.941707,"ATRHOR","Atriplex hortensis L.","gbif"
13.051506,55.595612,"ATRHOR","Atriplex hortensis L.","gbif"
12.977907,55.59585,"ATRHOR","Atriplex hortensis L.","gbif"
12.954281,56.631898,"ATRHOR","Atriplex hortensis L.","gbif"
4.012151,50.012808,"ATRHOR","Atriplex hortensis L.","gbif"
15.500528,44.843907,"ATRHOR","Atriplex hortensis L.","gbif"
1.865256,46.662202,"ATRHOR","Atriplex hortensis L.","gbif"
-0.813215,52.056097,"ATRHOR","Atriplex hortensis L.","gbif"
12.100534,50.396749,"ATRHOR","Atriplex hortensis L.","gbif"
16.677127,48.48252,"ATRHOR","Atriplex hortensis L.","gbif"
0.050991,47.180342,"ATRHOR","Atriplex hortensis L.","gbif"
16.207335,51.373473,"ATRHOR","Atriplex hortensis L.","gbif"
11.962123,46.812513,"ATRHOR","Atriplex hortensis L.","gbif"
4.252079,51.931951,"ATRHOR","Atriplex hortensis L.","gbif"
6.480808,46.370878,"ATRHOR","Atriplex hortensis L.","gbif"
-2.625138,47.700707,"ATRHOR","Atriplex hortensis L.","gbif"
4.517778,51.918611,"ATRHOR","Atriplex hortensis L.","gbif"
12.132183,50.166931,"ATRHOR","Atriplex hortensis L.","gbif"
2.031379,48.800679,"ATRHOR","Atriplex hortensis L.","gbif"
4.530004,51.441956,"ATRHOR","Atriplex hortensis L.","gbif"
11.927902,57.727628,"ATRHOR","Atriplex hortensis L.","gbif"
15.575269,58.435259,"ATRHOR","Atriplex hortensis L.","gbif"
15.575529,58.43539,"ATRHOR","Atriplex hortensis L.","gbif"
16.516236,56.628844,"ATRHOR","Atriplex hortensis L.","gbif"
11.392887,48.776347,"ATRHOR","Atriplex hortensis L.","gbif"
-1.182311,48.873189,"ATRHOR","Atriplex hortensis L.","gbif"
3.71138,51.05992,"ATRHOR","Atriplex hortensis L.","gbif"
1.87037,43.75414,"ATRHOR","Atriplex hortensis L.","gbif"
-0.048449,39.991098,"ATRHOR","Atriplex hortensis L.","gbif"
5.65,51.95,"ATRHOR","Atriplex hortensis L.","gbif"
2.136559,50.649983,"ATRHOR","Atriplex hortensis L.","gbif"
14.818295,56.879175,"ATRHOR","Atriplex hortensis L.","gbif"
-2.198043,52.957585,"ATRHOR","Atriplex hortensis L.","gbif"
3.290955,50.032646,"ATRHOR","Atriplex hortensis L.","gbif"
6.612908,52.575576,"ATRHOR","Atriplex hortensis L.","gbif"
6.650117,46.531072,"ATRHOR","Atriplex hortensis L.","gbif"
17.792464,59.855263,"ATRHOR","Atriplex hortensis L.","gbif"
13.036792,55.626344,"ATRHOR","Atriplex hortensis L.","gbif"
17.652192,59.621782,"ATRHOR","Atriplex hortensis L.","gbif"
6.15,52.15,"ATRHOR","Atriplex hortensis L.","gbif"
22.175763,60.434726,"ATRHOR","Atriplex hortensis L.","gbif"
26.18875,56.45865,"ATRHOR","Atriplex hortensis L.","gbif"
2.900395,42.148517,"ATRHOR","Atriplex hortensis L.","gbif"
16.517474,47.690819,"ATRHOR","Atriplex hortensis L.","gbif"
-2.882378,48.564522,"ATRHOR","Atriplex hortensis L.","gbif"
4.736732,52.664936,"ATRHOR","Atriplex hortensis L.","gbif"
7.665267,53.161865,"ATRHOR","Atriplex hortensis L.","gbif"
2.8722,48.705719,"ATRHOR","Atriplex hortensis L.","gbif"
9.89265,47.405026,"ATRHOR","Atriplex hortensis L.","gbif"
4.749947,52.944258,"ATRHOR","Atriplex hortensis L.","gbif"
-0.847136,52.055917,"ATRHOR","Atriplex hortensis L.","gbif"
0.236342,51.165675,"ATRHOR","Atriplex hortensis L.","gbif"
16.347434,61.374661,"ATRHOR","Atriplex hortensis L.","gbif"
13.156986,55.716148,"ATRHOR","Atriplex hortensis L.","gbif"
6.2,53.15,"ATRHOR","Atriplex hortensis L.","gbif"
24.55573,58.35553,"ATRHOR","Atriplex hortensis L.","gbif"
1.59835,50.709844,"ATRHOR","Atriplex hortensis L.","gbif"
4.564078,50.937255,"ATRHOR","Atriplex hortensis L.","gbif"
13.100015,55.664865,"ATRHOR","Atriplex hortensis L.","gbif"
12.284066,57.426312,"ATRHOR","Atriplex hortensis L.","gbif"
4.75,52.6,"ATRHOR","Atriplex hortensis L.","gbif"
14.149537,48.759457,"ATRHOR","Atriplex hortensis L.","gbif"
14.234985,53.043679,"ATRHOR","Atriplex hortensis L.","gbif"
2.711544,48.864453,"ATRHOR","Atriplex hortensis L.","gbif"
5.034303,51.860031,"ATRHOR","Atriplex hortensis L.","gbif"
8.215714,49.604481,"ATRHOR","Atriplex hortensis L.","gbif"
22.343303,60.486666,"ATRHOR","Atriplex hortensis L.","gbif"
-1.689637,48.100708,"ATRHOR","Atriplex hortensis L.","gbif"
-0.08059,47.2531,"ATRHOR","Atriplex hortensis L.","gbif"
3.63722,50.83987,"ATRHOR","Atriplex hortensis L.","gbif"
7.49618,48.56269,"ATRHOR","Atriplex hortensis L.","gbif"
11.421404,49.333008,"ATRHOR","Atriplex hortensis L.","gbif"
13.028572,55.620343,"ATRHOR","Atriplex hortensis L.","gbif"
-2.075,46.825,"ATRHOR","Atriplex hortensis L.","gbif"
11.625,57.975,"ATRHOR","Atriplex hortensis L.","gbif"
16.548234,56.397594,"ATRHOR","Atriplex hortensis L.","gbif"
12.867064,56.653735,"ATRHOR","Atriplex hortensis L.","gbif"
16.4075,48.28472,"ATRHOR","Atriplex hortensis L.","gbif"
4.2,51.9,"ATRHOR","Atriplex hortensis L.","gbif"
5.1,52.15,"ATRHOR","Atriplex hortensis L.","gbif"
16.806688,60.294518,"ATRHOR","Atriplex hortensis L.","gbif"
14.237956,58.655524,"ATRHOR","Atriplex hortensis L.","gbif"
16.900967,57.00867,"ATRHOR","Atriplex hortensis L.","gbif"
12.044378,57.740408,"ATRHOR","Atriplex hortensis L.","gbif"
4.332214,50.925299,"ATRHOR","Atriplex hortensis L.","gbif"
3.68671,51.05668,"ATRHOR","Atriplex hortensis L.","gbif"
24.46664,58.40183,"ATRHOR","Atriplex hortensis L.","gbif"
16.073879,58.537494,"ATRHOR","Atriplex hortensis L.","gbif"
16.71241,56.740736,"ATRHOR","Atriplex hortensis L.","gbif"
17.618388,59.807437,"ATRHOR","Atriplex hortensis L.","gbif"
11.522286,58.03192,"ATRHOR","Atriplex hortensis L.","gbif"
6.60938,44.86554,"ATRHOR","Atriplex hortensis L.","gbif"
10.87,49.92,"ATRHOR","Atriplex hortensis L.","gbif"
11.12,50.02,"ATRHOR","Atriplex hortensis L.","gbif"
11.46,48.97,"ATRHOR","Atriplex hortensis L.","gbif"
-0.71,38.31,"ATRHOR","Atriplex hortensis L.","gbif"
3.0157,51.26592,"ATRHOR","Atriplex hortensis L.","gbif"
14.895586,58.454674,"ATRHOR","Atriplex hortensis L.","gbif"
13.219868,55.723176,"ATRHOR","Atriplex hortensis L.","gbif"
16.562481,61.799858,"ATRHOR","Atriplex hortensis L.","gbif"
16.672346,56.621774,"ATRHOR","Atriplex hortensis L.","gbif"
12.384255,57.095065,"ATRHOR","Atriplex hortensis L.","gbif"
15.967994,58.346102,"ATRHOR","Atriplex hortensis L.","gbif"
13.710789,56.195285,"ATRHOR","Atriplex hortensis L.","gbif"
15.657986,57.983313,"ATRHOR","Atriplex hortensis L.","gbif"
17.833894,59.494018,"ATRHOR","Atriplex hortensis L.","gbif"
18.150227,59.177902,"ATRHOR","Atriplex hortensis L.","gbif"
3.778,50.49806,"ATRHOR","Atriplex hortensis L.","gbif"
-0.42,40.51,"ATRHOR","Atriplex hortensis L.","gbif"
11.04,49.52,"ATRHOR","Atriplex hortensis L.","gbif"
6.39056,43.34099,"ATRHOR","Atriplex hortensis L.","gbif"
4.6,51.9,"ATRHOR","Atriplex hortensis L.","gbif"
22.284349,60.442902,"ATRHOR","Atriplex hortensis L.","gbif"
5.9,51.9,"ATRHOR","Atriplex hortensis L.","gbif"
16.548198,56.745495,"ATRHOR","Atriplex hortensis L.","gbif"
13.203429,55.72785,"ATRHOR","Atriplex hortensis L.","gbif"
16.34499,56.790846,"ATRHOR","Atriplex hortensis L.","gbif"
4.45,51.9,"ATRHOR","Atriplex hortensis L.","gbif"
6.245342,49.386937,"ATRHOR","Atriplex hortensis L.","gbif"
14.633942,56.066032,"ATRHOR","Atriplex hortensis L.","gbif"
3.2131,50.78689,"ATRHOR","Atriplex hortensis L.","gbif"
7.925,58.125,"ATRHOR","Atriplex hortensis L.","gbif"
11.99667,51.801941,"ATRHOR","Atriplex hortensis L.","gbif"
4.45,52.2,"ATRHOR","Atriplex hortensis L.","gbif"
24.64563,59.39666,"ATRHOR","Atriplex hortensis L.","gbif"
13.698931,55.863549,"ATRHOR","Atriplex hortensis L.","gbif"
13.078994,56.51932,"ATRHOR","Atriplex hortensis L.","gbif"
12.8632,56.67005,"ATRHOR","Atriplex hortensis L.","gbif"
15.797135,57.382802,"ATRHOR","Atriplex hortensis L.","gbif"
5.8,53.2,"ATRHOR","Atriplex hortensis L.","gbif"
6.65,53.05,"ATRHOR","Atriplex hortensis L.","gbif"
6.6,53.15,"ATRHOR","Atriplex hortensis L.","gbif"
37.911142,55.519065,"ATRHOR","Atriplex hortensis L.","gbif"
17.785762,59.851798,"ATRHOR","Atriplex hortensis L.","gbif"
6.15,51.35,"ATRHOR","Atriplex hortensis L.","gbif"
7.01211,50.516483,"ATRHOR","Atriplex hortensis L.","gbif"
12.9377,55.84253,"ATRHOR","Atriplex hortensis L.","gbif"
5.63243,49.69773,"ATRHOR","Atriplex hortensis L.","gbif"
16.036733,56.262014,"ATRHOR","Atriplex hortensis L.","gbif"
5.1057,50.8973,"ATRHOR","Atriplex hortensis L.","gbif"
4.7,52.6,"ATRHOR","Atriplex hortensis L.","gbif"
16.548818,56.672692,"ATRHOR","Atriplex hortensis L.","gbif"
4.32292,50.84932,"ATRHOR","Atriplex hortensis L.","gbif"
38.876974,55.553671,"ATRHOR","Atriplex hortensis L.","gbif"
12.617144,56.81739,"ATRHOR","Atriplex hortensis L.","gbif"
18.044827,59.368176,"ATRHOR","Atriplex hortensis L.","gbif"
12.841165,55.408017,"ATRHOR","Atriplex hortensis L.","gbif"
15.879052,57.693456,"ATRHOR","Atriplex hortensis L.","gbif"
14.663479,58.239447,"ATRHOR","Atriplex hortensis L.","gbif"
10.6765,60.9525,"ATRHOR","Atriplex hortensis L.","gbif"
21.018061,40.02861,"ATRHOR","Atriplex hortensis L.","gbif"
3.76378,50.40606,"ATRHOR","Atriplex hortensis L.","gbif"
12.913794,56.252423,"ATRHOR","Atriplex hortensis L.","gbif"
12.467853,56.909565,"ATRHOR","Atriplex hortensis L.","gbif"
3.86131,50.46431,"ATRHOR","Atriplex hortensis L.","gbif"
6.18395,44.06773,"ATRHOR","Atriplex hortensis L.","gbif"
8.825,42.575,"ATRHOR","Atriplex hortensis L.","gbif"
9.475,42.625,"ATRHOR","Atriplex hortensis L.","gbif"
4.73852,45.81126,"ATRHOR","Atriplex hortensis L.","gbif"
10.757299,50.149666,"ATRHOR","Atriplex hortensis L.","gbif"
10.457262,49.223835,"ATRHOR","Atriplex hortensis L.","gbif"
-2.075,47.125,"ATRHOR","Atriplex hortensis L.","gbif"
-1.825,46.625,"ATRHOR","Atriplex hortensis L.","gbif"
5.61343,50.92076,"ATRHOR","Atriplex hortensis L.","gbif"
14.617817,58.204122,"ATRHOR","Atriplex hortensis L.","gbif"
4.1417,50.61253,"ATRHOR","Atriplex hortensis L.","gbif"
16.57861,49.1625,"ATRHOR","Atriplex hortensis L.","gbif"
5.19909,45.76148,"ATRHOR","Atriplex hortensis L.","gbif"
12.997293,55.595297,"ATRHOR","Atriplex hortensis L.","gbif"
23.150601,63.791822,"ATRHOR","Atriplex hortensis L.","gbif"
3.95026,50.48262,"ATRHOR","Atriplex hortensis L.","gbif"
13.336335,55.584545,"ATRHOR","Atriplex hortensis L.","gbif"
3.94315,50.45816,"ATRHOR","Atriplex hortensis L.","gbif"
4.95,52.25,"ATRHOR","Atriplex hortensis L.","gbif"
17.659792,59.842056,"ATRHOR","Atriplex hortensis L.","gbif"
12.00151,57.757282,"ATRHOR","Atriplex hortensis L.","gbif"
10.87,50.07,"ATRHOR","Atriplex hortensis L.","gbif"
11.62,49.97,"ATRHOR","Atriplex hortensis L.","gbif"
49.51643,54.66419,"ATRHOR","Atriplex hortensis L.","gbif"
46.75848,53.74827,"ATRHOR","Atriplex hortensis L.","gbif"
4.42129,51.44803,"ATRHOR","Atriplex hortensis L.","gbif"
5.75,50.9,"ATRHOR","Atriplex hortensis L.","gbif"
4.23988,50.21802,"ATRHOR","Atriplex hortensis L.","gbif"
6.35,53.2,"ATRHOR","Atriplex hortensis L.","gbif"
5.59209,45.37029,"ATRHOR","Atriplex hortensis L.","gbif"
14.66329,57.949979,"ATRHOR","Atriplex hortensis L.","gbif"
5.91,49.55,"ATRHOR","Atriplex hortensis L.","gbif"
10.46,49.82,"ATRHOR","Atriplex hortensis L.","gbif"
40.46,55.48,"ATRHOR","Atriplex hortensis L.","gbif"
4.30262,51.35088,"ATRHOR","Atriplex hortensis L.","gbif"
14.625,45.075,"ATRHOR","Atriplex hortensis L.","gbif"
2.38632,48.88342,"ATRHOR","Atriplex hortensis L.","gbif"
16.322146,56.65847,"ATRHOR","Atriplex hortensis L.","gbif"
3.86713,50.45963,"ATRHOR","Atriplex hortensis L.","gbif"
4.1357,50.49124,"ATRHOR","Atriplex hortensis L.","gbif"
6.59789,44.68565,"ATRHOR","Atriplex hortensis L.","gbif"
13.080342,56.518067,"ATRHOR","Atriplex hortensis L.","gbif"
1.86255,47.88987,"ATRHOR","Atriplex hortensis L.","gbif"
1.99634,47.89109,"ATRHOR","Atriplex hortensis L.","gbif"
11.29,49.62,"ATRHOR","Atriplex hortensis L.","gbif"
9.96,49.87,"ATRHOR","Atriplex hortensis L.","gbif"
9.96,49.82,"ATRHOR","Atriplex hortensis L.","gbif"
-4.37198,48.38616,"ATRHOR","Atriplex hortensis L.","gbif"
4.67,45.76,"ATRHOR","Atriplex hortensis L.","gbif"
4.70243,44.641,"ATRHOR","Atriplex hortensis L.","gbif"
10.21,50.52,"ATRHOR","Atriplex hortensis L.","gbif"
-2.07481,52.33706,"ATRHOR","Atriplex hortensis L.","gbif"
6.5,53.25,"ATRHOR","Atriplex hortensis L.","gbif"
17.923007,59.404851,"ATRHOR","Atriplex hortensis L.","gbif"
8.377891,49.389103,"ATRHOR","Atriplex hortensis L.","gbif"
10.473672,57.385778,"ATRHOR","Atriplex hortensis L.","gbif"
12.229233,55.55051,"ATRHOR","Atriplex hortensis L.","gbif"
10.757767,59.899069,"ATRHOR","Atriplex hortensis L.","gbif"
0.010781,39.985237,"BETVUL","Beta vulgaris L.","gbif"
-3.615874,37.02195,"BETVUL","Beta vulgaris L.","gbif"
3.757943,43.556485,"BETVUL","Beta vulgaris L.","gbif"
15.040833,37.164167,"BETVUL","Beta vulgaris L.","gbif"
4.311699,43.752425,"BETVUL","Beta vulgaris L.","gbif"
4.73225,43.552524,"BETVUL","Beta vulgaris L.","gbif"
-3.912128,38.980226,"BETVUL","Beta vulgaris L.","gbif"
1.484183,43.609906,"BETVUL","Beta vulgaris L.","gbif"
7.047714,43.620377,"BETVUL","Beta vulgaris L.","gbif"
-2.601243,36.965858,"BETVUL","Beta vulgaris L.","gbif"
11.525,58.275,"BETVUL","Beta vulgaris L.","gbif"
2.14913,43.199408,"BETVUL","Beta vulgaris L.","gbif"
3.880525,43.620165,"BETVUL","Beta vulgaris L.","gbif"
16.043855,39.998745,"BETVUL","Beta vulgaris L.","gbif"
1.499842,39.025743,"BETVUL","Beta vulgaris L.","gbif"
11.330696,43.15647,"BETVUL","Beta vulgaris L.","gbif"
-0.82574,37.661096,"BETVUL","Beta vulgaris L.","gbif"
6.010309,43.134288,"BETVUL","Beta vulgaris L.","gbif"
1.608792,43.118223,"BETVUL","Beta vulgaris L.","gbif"
-2.922878,43.263657,"BETVUL","Beta vulgaris L.","gbif"
-2.621214,42.512446,"BETVUL","Beta vulgaris L.","gbif"
2.240001,41.613133,"BETVUL","Beta vulgaris L.","gbif"
